synonyms	doi	model_treatment	msi_status	mutational_burden	ploidy	parent_id	mutation_data	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type	cancer_type_ncit_id	sampling_day	sample_treatment_details	tnm_integrated	species	HCMI
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
			MSS	5.7	2.091149126		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Chondrosarcoma	C2946				Homo Sapiens	
NCI-SNU-478	10.1038/sj.bjc.6600440						0.0	0.0	1.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C6650				Homo Sapiens	
	10.1093/geronj/37.1.33	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C12468				Homo Sapiens	
			MSS	12.53333333	2.815451928		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
			MSS	15.73333333	1.954106385		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Rhabdomyosarcoma	C3749				Homo Sapiens	
	10.1002/jcb.240630505		MSS	13.36666667	2.412225694		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cervical Carcinoma	C4028				Homo Sapiens	
KTCTL-26A			MSS	13.63333333	2.063557919		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C4033				Homo Sapiens	
			MSS	8.533333333	1.875258151		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
			MSS	5.833333333	3.535053532		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Bladder Carcinoma	C4912				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3194				Homo Sapiens	
AJ			MSS	9.3	2.619773118		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioma	C60781				Homo Sapiens	
			MSS	25.2	4.772955726		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
	10.1056/NEJM199204233261704	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Blood Cancers	C3720				Homo Sapiens	
			MSS	10.43333333	2.945409636		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Cervical Carcinoma	C27676				Homo Sapiens	
	10.1038/sj.bjc.6695007	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C7950		Unknown		Homo Sapiens	
	10.1002/ijc.2910440212	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Mesothelioma	C45662				Homo Sapiens	
			MSS	16.2	2.019700793		1.0	0.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
	10.3892/or.18.5.1195	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C35417				Homo Sapiens	
	10.1002/gcc.10161	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acute Myeloid Leukemia	C9154				Homo Sapiens	
	10.1002/ijc.2910440212	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Mesothelioma	C45662				Homo Sapiens	
OESO_088		None	MSS	6.18	3.15		1.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C4025	18.0		IA	Homo Sapiens	HCM-SANG-0297-C15
			MSS	19.23333333	2.919876411		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Head and Neck Carcinoma	C4043				Homo Sapiens	
COLO_085		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349	5.0		IIA	Homo Sapiens	
	10.1084/jem.144.4.873	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
Leggee			MSS	6.566666667	3.281973537		1.0	0.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
MMAc-Serum Free			MSS	8.633333333	3.218324435	SIDM00246	1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
			MSS	10.66666667	1.840607535	SIDM00605	1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
			MSS	19.33333333	3.646995656		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024		Cisplatin		Homo Sapiens	
			MSS	10.06666667	3.461050926		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
OESO_130		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C4025	7.0		IIIC	Homo Sapiens	
			MSS		2.523164266		1.0	0.0	1.0	1.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
			MSS	6.133333333	3.503670324		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C8851				Homo Sapiens	
AML-EOL-1			MSS	10.4	2.127154189		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C4563				Homo Sapiens	
			MSS	13.8	2.387710584		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
Gimen1			MSS	9.2	3.364493547		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C3270				Homo Sapiens	
	10.1002/stem.452	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3400				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
RMG1			MSS	9.1	2.094505211		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C40078				Homo Sapiens	
MS-1-L			MSS	10.86666667	2.093848293		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
MTC-TT			MSS	9.8	1.884063787		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Thyroid Gland Carcinoma	C46099				Homo Sapiens	
						SIDM01090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4910				Homo Sapiens	
				11.43333333	2.667279364		1.0	0.0	1.0	1.0	0.0	0.0	1.0	Gastric Carcinoma	C4004				Homo Sapiens	
	10.1111/j.1349-7006.1989.tb01727.x						0.0	1.0	1.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3746				Homo Sapiens	
		Doxorubicin				SIDM00625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C6339				Homo Sapiens	
							1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C4908				Unknown	
COLO_159		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C9383	11.0		I	Homo Sapiens	
			MSS	5.4	3.510962708		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Oral Cavity Carcinoma	C129863				Homo Sapiens	
			MSS	4.033333333	2.395276855		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C3270				Homo Sapiens	
			MSS	226.4333333	2.059699017		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gastric Carcinoma	C4911				Homo Sapiens	
			MSS	12.76666667	1.801945111		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
			MSS	7.0	1.827414453		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C9383				Homo Sapiens	
			MSS	9.9	2.956427387		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
	10.1016/j.ijpara.2010.05.002	None					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C35417				Homo Sapiens	
			MSS	5.633333333	1.891774786		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C4052				Homo Sapiens	
MM1			MSS	11.23333333	1.662747914		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
			MSS	12.6	3.18287716		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Carcinoma	C4025				Homo Sapiens	
			MSS	7.833333333	2.743337566		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C5543		5-FU		Homo Sapiens	
	10.3389/fonc.2013.00183	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C8971				Homo Sapiens	
KTCTL-1M			MSS	5.633333333	1.750687116		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C4033				Homo Sapiens	
			MSS	21.7	1.972073875		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
KCL22S			MSI	63.93333333	2.173638925		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Chronic Myelogenous Leukemia	C3174				Homo Sapiens	
EBC-1/original			MSS	13.76666667	2.794422894		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
RXF 393L;RXF 393NL			MSS	6.3	2.905898171		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C9385				Homo Sapiens	
			MSS	9.033333333	2.012321756		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C5228				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
			MSS	6.866666667	2.223826789		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C6915				Homo Sapiens	
		None					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C5228				Homo Sapiens	
HuH-6 cl-5;HuH6-C15;JTC38					3.740071894	SIDM00062	1.0	0.0	1.0	0.0	0.0	0.0	1.0	Hepatocellular Carcinoma	C3728				Homo Sapiens	
OESO_143		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C4025	25.0		IIA	Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	T-Cell Non-Hodgkin's Lymphoma	C3467				Homo Sapiens	
			MSS	7.6	2.00177214		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C3171				Homo Sapiens	
RMS 1598			MSS	3.5	1.951436996		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ewing's Sarcoma	C4817				Homo Sapiens	
MBA/8387;MB 8387;Line 8387;HS 8387			MSS				1.0	1.0	1.0	0.0	0.0	0.0	1.0	Other Solid Carcinomas	C3043				Homo Sapiens	
			MSS	8.0	3.174436647		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
	10.1002/(SICI)1097-0215(19970207)70:4<443::AID-IJC12>3.0.CO;2-G	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gastric Carcinoma	C5250				Homo Sapiens	
			MSI	115.9333333	3.432365804		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Endometrial Carcinoma	C7359				Homo Sapiens	
SW480E							0.0	1.0	1.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C8294	24.0		IIB	Homo Sapiens	
			MSS	7.966666667	2.966329712		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Thyroid Gland Carcinoma	C4035				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C7550				Homo Sapiens	
			MSS	5.333333333	2.272725065		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C3183				Homo Sapiens	
Scott and White No. 13			MSS	11.8	3.100589488		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C9325				Homo Sapiens	
			MSS	4.666666667	2.181918851		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ewing's Sarcoma	C4817				Homo Sapiens	
			MSS	11.86666667	2.789364399		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Gastric Carcinoma	C4004				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Cell Non-Hodgkin's Lymphoma	C8851				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C9383	17.0		IIA	Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
						SIDM01016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	T-Lymphoblastic Leukemia	C7953				Homo Sapiens	
			MSS	4.933333333	2.05706356		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Head and Neck Carcinoma	C5938				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C4304				Homo Sapiens	
			MSS	16.6	2.31550571		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Chondrosarcoma	C2946				Homo Sapiens	
	10.1002/path.2564	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3704				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C7712				Homo Sapiens	
			MSI	47.1	1.953546606		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Lymphoblastic Leukemia	C9140				Homo Sapiens	
LNZTA3p53WT4			MSS	13.26666667	3.290436795	SIDM00682	1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioma	C60781				Homo Sapiens	
			MSS	11.06666667	2.020442267		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C3270				Homo Sapiens	
							0.0	0.0	1.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349				Homo Sapiens	
			MSS	14.93333333	2.04111669		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C3400				Homo Sapiens	
		Unknown				SIDM00795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3802				Homo Sapiens	
	10.1002/ijc.2910250507	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C8294				Homo Sapiens	
		Transformed (EBV)	MSS	3.866666667	1.952393982		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Cancerous	C41168				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neuroblastoma	C3270		Cisplatin, Cyclophosphamide, Doxorubicin, Teniposide		Homo Sapiens	
			MSS	6.666666667	1.660725635		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4017	8.0			Homo Sapiens	
			MSS	10.96666667	1.964432613		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C9154				Homo Sapiens	
			MSS		3.240438668		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C2926				Homo Sapiens	
			MSS	16.03333333	2.939033512		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
			MSS	9.133333333	2.672741274		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C3749				Homo Sapiens	
Epstein-Barr-3;GM04679			MSS	11.06666667	1.970598774		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Burkitt's Lymphoma	C27694				Homo Sapiens	
			MSS	10.5	2.738268864		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C35417				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349	7.0		IIA	Homo Sapiens	
			MSS	7.033333333	3.034889576		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Osteosarcoma	C9145				Homo Sapiens	
			MSI	138.3333333	1.931980783		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Endometrial Carcinoma	C114656				Homo Sapiens	
			MSS	9.6	2.031509935		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C2929				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Osteosarcoma	C9145				Homo Sapiens	
A375-MEL			MSS	14.33333333	2.689861813		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3802				Homo Sapiens	
	10.1111/j.1365-2141.1994.tb04726.x	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Lymphoblastic Leukemia	C8644				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ewing's Sarcoma	C4817				Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous					Homo Sapiens	
	10.1007/BF02471470	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gastric Carcinoma	C4004				Homo Sapiens	
	10.1016/0165-4608(86)90001-4	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3716				Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous					Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gastric Carcinoma	C5473				Homo Sapiens	
NCI-SNU-1079	10.1038/sj.bjc.6600440						0.0	0.0	1.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C4436				Homo Sapiens	
NCI-SNU-449			MSS	10.7	2.444209948		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Hepatocellular Carcinoma	C3099				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
C32-mel;C32r			MSS	8.466666667	2.011721293		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3802				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3222				Homo Sapiens	
			MSS	5.3	1.853578663		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C4908		chlorambucil.		Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C3749				Homo Sapiens	
						SIDM00680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349				Homo Sapiens	
WiDr-TC;LED-WiDr							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C43584				Homo Sapiens	
			MSS	8.633333333	3.52824947		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Osteosarcoma	C9145				Homo Sapiens	
Namalva;NWA;NK62a			MSS	15.03333333	3.278716626		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Burkitt's Lymphoma	C27694				Homo Sapiens	
UEET-3;Th-3							1.0	0.0	1.0	1.0	0.0	0.0	0.0	Non-Cancerous	C132256				Homo Sapiens	
HCC0033			MSS	10.86666667	2.88843558		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
			MSS	4.333333333	1.961783963		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Blood Cancers	C7402				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Chronic Myelogenous Leukemia	C3174				Homo Sapiens	
			MSS	5.366666667	3.315826382		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C9385				Homo Sapiens	
			MSS	11.0	2.227832124		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Gastric Carcinoma	C6764				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C2955				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Head and Neck Carcinoma	C34447				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Osteosarcoma	C9145				Homo Sapiens	
			MSS	52.23333333	2.581503252		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C2926				Homo Sapiens	
			MSS	7.7	2.740920813		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Pancreatic Carcinoma	C8294				Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
	10.1002/(SICI)1097-0215(19990611)81:6<902::AID-IJC11>3.0.CO;2-T						0.0	0.0	1.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C9383	10.0			Homo Sapiens	
			MSS	10.9	3.307016946		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
COLO_099		None	MSI				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C7966	2.0		IIA	Homo Sapiens	HCM-SANG-0282-C18
						SIDM00828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3043				Homo Sapiens	
			MSS	4.5	1.961008873		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C8715				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Burkitt's Lymphoma	C27694				Homo Sapiens	
NCI-UMC-11			MSS	11.13333333	2.323367182		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C4038				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
MDA-361			MSS	30.56666667	2.654787781		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C5214				Homo Sapiens	
							0.0	0.0	1.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C4194				Homo Sapiens	
		Transformed (SV40 and hTERT)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C33461				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C4450				Homo Sapiens	
			MSS	4.5	2.399980351		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Cancerous	C33414				Homo Sapiens	
		None					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C4436				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bladder Carcinoma	C6142				Homo Sapiens	
				9.6	3.333563449		1.0	0.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C9154				Homo Sapiens	
			MSS	13.46666667	2.692340388		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
Caco-2/ATCC							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349				Homo Sapiens	
	10.1159/000070299	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C9385				Homo Sapiens	
							1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C4908				Unknown	
			MSS	5.266666667	2.522666899		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
NCI-1155			MSS	56.23333333	2.05543019		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C4450				Homo Sapiens	
U20-S;2T			MSS	8.166666667	3.03517119		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Osteosarcoma	C9145				Homo Sapiens	
NCI-SNU-1040	10.1002/(SICI)1097-0215(19990611)81:6<902::AID-IJC11>3.0.CO;2-T		MSS	487.3666667	3.737646312		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349	24.0			Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
	10.1158/1078-0432.CCR-13-2281	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3222		Unknown		Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3194				Homo Sapiens	
			MSS	9.966666667	2.053537756		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349				Homo Sapiens	
		Transformed (HPV-18)					0.0	1.0	1.0	0.0	0.0	0.0	0.0	Non-Cancerous	C33414				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gastric Carcinoma	C4911				Homo Sapiens	
			MSS	6.733333333	2.483304299		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioma	C60781				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Chronic Myelogenous Leukemia	C3174				Homo Sapiens	
			MSS	8.6	2.518033323		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Gastric Carcinoma	C4004				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C2955				Homo Sapiens	
MZ-PC-1			MSS	5.566666667	4.005240015		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C4872		Cytoxan, Adriamycin, Fluorouracil.		Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Endometrial Carcinoma	C7359	30.0			Homo Sapiens	
