NCIT	treatment_name	description	treatment_type	drug_name	NCIT_label
http://purl.obolibrary.org/obo/NCIT_C62072	Procarbazine	"A methylhydrazine derivative with antineoplastic and mutagenic activities. Although the exact mode of cytotoxicity has not been elucidated, procarbazine, after metabolic activation, appears to inhibit the trans-methylation of methionine into transfer RNA (t-RNA), thereby preventing protein synthesis and consequently DNA and RNA synthesis. This agent may also undergo auto-oxidation, resulting in the formation of cytotoxic free radicals which damage DNA through an alkylation reaction."	Chemotherapy	Procarbazine	Procarbazine
http://purl.obolibrary.org/obo/NCIT_C177897	Purine Analogue NSC 750854	"A 5'-sulfamoyl purine and the 6-desamino derivative of the 5'-O-aminosulfonyl-adenosine NSC133114, with potential antineoplastic activity. Upon administration, purine analogue NSC 750854 may interfere with DNA replication and may inhibit tumor cell proliferation."	Chemotherapy	Purine Analogue NSC 750854	Purine Analogue NSC 750854
http://purl.obolibrary.org/obo/NCIT_C77912	Quisinostat	"An orally bioavailable, second-generation, hydroxamic acid-based inhibitor of histone deacetylase (HDAC) with potential antineoplastic activity. HDAC inhibitor JNJ-26481585 inhibits HDAC leading to an accumulation of highly acetylated histones, which may result in an induction of chromatin remodeling; inhibition of the transcription of tumor suppressor genes; inhibition of tumor cell division; and the induction of tumor cell apoptosis. HDAC, an enzyme upregulated in many tumor types, deacetylates chromatin histone proteins. Compared to some first generation HDAC inhibitors, JNJ-26481585 may induce superior HSP70 upregulation and bcl-2 downregulation."	Targeted therapy	Quisinostat	Quisinostat
http://purl.obolibrary.org/obo/NCIT_C61398	Radiation Exposure	"Exposure to radioactive materials or ionizing radiation, whether by external irradiation, contact or contamination with radioactive material, or incorporation of radioactive materials, as in the case of certain diagnostic procedures."	Radiation therapy	Radiation Exposure	Radiation Exposure
http://purl.obolibrary.org/obo/NCIT_C15313	Radiation Therapy	Treatment of a disease by means of exposure of the target or the whole body to radiation. Radiation therapy is often used as part of curative therapy and occasionally as a component of palliative treatment for cancer. Other uses include total body irradiation prior to transplantation.	Radiation therapy	Radiation Therapy	Radiation Therapy
http://purl.obolibrary.org/obo/NCIT_C173879	Encapsulated Rapamycin	"An orally bioavailable nanoparticle-based formulation composed of sub-micron particles of the macrolide antibiotic rapamycin incorporated into a pH-sensitive poly(methyl methacrylate) polymer, with potential immunomodulating and antineoplastic activities. Upon oral administration of the encapsulated rapamycin, the nanoparticle specifically delivers rapamycin at the tumor site. Rapamycin binds to the immunophilin FK Binding Protein-12 (FKBP-12) to generate a complex that binds to and inhibits the activation of the serine/threonine kinase mammalian target of rapamycin (mTOR), a key regulatory kinase. This may suppress mTORC1 activity. In addition, inhibition of mTOR may modulate central memory CD8 T cells, CD3+/CD56+ natural killer (NK) cells and CD8 T-cell responses. This may kill tumor cells. Compared to the administration of rapamycin alone, this formulation improves oral bioavailability of rapamycin with more consistent rapamycin levels, thereby allowing for administration of lower rapamycin dosage, which improves and minimizes rapamycin's toxicity. Upregulated in some tumors, mTOR is a serine/threonine kinase involved in regulating cellular proliferation, motility, and survival that is located downstream of the PI3K/Akt signaling pathway."	Targeted therapy	Encapsulated Rapamycin	Rapamycin
http://purl.obolibrary.org/obo/NCIT_C78204	Regorafenib	"The anhydrous form of regorafenib, an orally bioavailable small molecule with potential antiangiogenic and antineoplastic activities. Regorafenib binds to and inhibits vascular endothelial growth factor receptors (VEGFRs) 2 and 3, and Ret, Kit, PDGFR and Raf kinases, which may result in the inhibition of tumor angiogenesis and tumor cell proliferation. VEGFRs are receptor tyrosine kinases that play important roles in tumor angiogenesis; the receptor tyrosine kinases RET, KIT, and PDGFR, and the serine/threonine-specific Raf kinase are involved in tumor cell signaling."	Targeted therapy	Regorafenib	Regorafenib
http://purl.obolibrary.org/obo/NCIT_C178319	Ribocytokine IL-2 BNT151	"A formulation consisting of nucleoside-modified messenger RNA (mRNA) encoding a modified form of the endogenous cytokine interleukin-2 (IL-2), with potential immunostimulating activity. Upon administration, ribocytokine IL-2 BNT151 is taken up by cells and the expressed IL-2 targets and binds to the IL-2 receptor beta subunit (IL2Rb; IL2Rbeta; CD122). The binding of IL-2 to IL2Rb activates IL2Rb-mediated signaling, which activates cytotoxic T-lymphocytes (CTLs) and natural killer (NK) cells, and induces expression of certain cytotoxic cytokines, such as interferon-gamma (IFNg) and transforming growth factor-beta (TGFb). The specific induction of T-cell-mediated cytotoxic immune responses against tumor cells causes tumor cell destruction. IL2Rb plays a key role in the proliferation and activation of effector T-cells."	Immunotherapy	Ribocytokine IL-2 BNT151	Ribocytokine IL-2 BNT151
http://purl.obolibrary.org/obo/NCIT_C1702	Rituximab	"A recombinant chimeric murine/human antibody directed against the CD20 antigen, a hydrophobic transmembrane protein located on normal pre-B and mature B lymphocytes. Following binding, rituximab triggers a host cytotoxic immune response against CD20-positive cells. (NCI04)"	Targeted therapy	Rituximab	Rituximab
http://purl.obolibrary.org/obo/NCIT_C1544	Romidepsin	"A bicyclic depsipeptide antibiotic isolated from the bacterium Chromobacterium violaceum with antineoplastic activity. After intracellular activation, romidepsin binds to and inhibits histone deacetylase (HDAC), resulting in alterations in gene expression and the induction of cell differentiation, cell cycle arrest, and apoptosis. This agent also inhibits hypoxia-induced angiogenesis and depletes several heat shock protein 90 (Hsp90)-dependent oncoproteins."	Targeted therapy	Romidepsin	Romidepsin
http://purl.obolibrary.org/obo/NCIT_C52183	Romiplostim	"A recombinant protein with megakaryopoiesis stimulating activity. Romiplostim mimics endogenous thrombopoietin (TPO), directly binding to and activating the platelet thrombopoietin receptor (TpoR, Mpl, or CD110 antigen), a cytokine receptor belonging to the hematopoietin receptor superfamily. Activation of TpoR stimulates the proliferation and differentiation of megakaryocytes, resulting in an increase in the production of blood platelets."	Immunotherapy	Romiplostim	Romiplostim
http://purl.obolibrary.org/obo/NCIT_C111892	Ropeginterferon Alfa-2B	"A long-acting formulation of recombinant interferon alpha subtype 2b (IFN-a2b), in which IFN-a2b is coupled, via proline, to polyethylene glycol (PEG), with antiviral, immunomodulating and antineoplastic activities. Upon administration of ropeginterferon alfa-2b, IFN-a2b targets and binds to specific IFN cell-surface receptors. This activates IFN-mediated signal transduction pathways and induces the transcription and translation of genes with IFN-specific response elements (ISREs). Their protein products mediate antiviral, antiproliferative, anticancer, and immune-modulating effects. The PEG moiety inhibits proteolytic breakdown and clearance of IFN-a2b, which prolongs its half-life, extends the duration of its therapeutic effects and allows less frequent dosing. The proline linker facilitates the synthesis of a single positional isomer which further increases its stability and half-life."	Immunotherapy	Ropeginterferon Alfa-2B	Ropeginterferon Alfa-2B
http://purl.obolibrary.org/obo/NCIT_C137800	Rucaparib	"An orally bioavailable tricyclic indole and inhibitor of poly(ADP-ribose) polymerases (PARPs) 1 (PARP1), 2 (PARP2) and 3 (PARP3), with potential chemo/radiosensitizing and antineoplastic activities. Upon administration, rucaparib selectively binds to PARP1, 2 and 3 and inhibits PARP-mediated DNA repair. This enhances the accumulation of DNA strand breaks, promotes genomic instability and induces cell cycle arrest and apoptosis. This may enhance the cytotoxicity of DNA-damaging agents and reverse tumor cell resistance to chemotherapy and radiation therapy. PARPs are enzymes activated by single-strand DNA breaks that catalyze the post-translational ADP-ribosylation of nuclear proteins, which induces signaling and the recruitment of other proteins to repair damaged DNA. The PARP-mediated repair pathway plays a key role in DNA repair and is dysregulated in a variety of cancer cell types."	Targeted therapy	Rucaparib	Rucaparib
http://purl.obolibrary.org/obo/NCIT_C77888	Ruxolitinib	"An orally bioavailable Janus-associated kinase (JAK) inhibitor with potential antineoplastic and immunomodulating activities. Ruxolitinib specifically binds to and inhibits protein tyrosine kinases JAK 1 and 2, which may lead to a reduction in inflammation and an inhibition of cellular proliferation. The JAK-STAT (signal transducer and activator of transcription) pathway plays a key role in the signaling of many cytokines and growth factors and is involved in cellular proliferation, growth, hematopoiesis, and the immune response; JAK kinases may be upregulated in inflammatory diseases, myeloproliferative disorders, and various malignancies."	Targeted therapy	Ruxolitinib	Ruxolitinib
http://purl.obolibrary.org/obo/NCIT_C102783	Sacituzumab Govitecan	"An antibody drug conjugate containing the humanized monoclonal antibody, hRS7, against tumor-associated calcium signal transducer 2 (TACSTD2 or TROP2) and linked to the active metabolite of irinotecan, 7-ethyl-10-hydroxycamptothecin (SN-38), with potential antineoplastic activity. The antibody moiety of sacituzumab govitecan selectively binds to TROP2. After internalization and proteolytic cleavage, SN-38 selectively stabilizes topoisomerase I-DNA covalent complexes, resulting in DNA breaks that inhibit DNA replication and trigger apoptosis. TROP2, also known as epithelial glycoprotein-1 (EGP-1), is a transmembrane calcium signal transducer that is overexpressed by a variety of human epithelial carcinomas; this antigen is involved in the regulation of cell-cell adhesion and its expression is associated with increased cancer growth, aggressiveness and metastasis."	Targeted therapy	Sacituzumab Govitecan	Sacituzumab Govitecan
http://purl.obolibrary.org/obo/NCIT_C821	Saline	"A solution of salt and water. Saline usually refers to normal or physiological saline, which is an aqueous solution containing 0.9% sodium chloride."	Not provided	Saline	Saline
http://purl.obolibrary.org/obo/NCIT_C102546	Selinexor	"An orally available, small molecule inhibitor of CRM1 (chromosome region maintenance 1 protein, exportin 1 or XPO1), with potential antineoplastic activity. Selinexor modifies the essential CRM1-cargo binding residue cysteine-528, thereby irreversibly inactivates CRM1-mediated nuclear export of cargo proteins such as tumor suppressor proteins (TSPs), including p53, p21, BRCA1/2, pRB, FOXO, and other growth regulatory proteins. As a result, this agent, via the approach of selective inhibition of nuclear export (SINE), restores endogenous tumor suppressing processes to selectively eliminate tumor cells while sparing normal cells. CRM1, the major export factor for proteins from the nucleus to the cytoplasm, is overexpressed in a variety of cancer cell types."	Targeted therapy	Selinexor	Selinexor
http://purl.obolibrary.org/obo/NCIT_C66939	Selumetinib	"An orally active, small molecule with potential antineoplastic activity. Selumetinib is an ATP-independent inhibitor of mitogen-activated protein kinase kinase (MEK or MAPK/ERK kinase) 1 and 2. MEK 1 and 2 are dual specificity kinases that are essential mediators in the activation of the RAS/RAF/MEK/ERK pathway, are often upregulated in various cancer cells, and are drivers of diverse cellular responses, including proliferation. Inhibition of both MEK1 and 2 by selumetinib prevents the activation of MEK1/2 dependent effector proteins and transcription factors, thereby leading to an inhibition of cellular proliferation in various cancers."	Targeted therapy	Selumetinib	Selumetinib
http://purl.obolibrary.org/obo/NCIT_C95225	Selumetinib Sulfate	"The sulfate salt of selumetinib, an orally active, small molecule with potential antineoplastic activity. Selumetinib is an ATP-independent inhibitor of mitogen-activated protein kinase kinase (MEK or MAPK/ERK kinase) 1 and 2. MEK 1 and 2 are dual specificity kinases that are essential mediators in the activation of the RAS/RAF/MEK/ERK pathway, are often upregulated in various cancer cells, and are drivers of diverse cellular responses, including proliferation. Inhibition of both MEK1 and 2 by selumetinib prevents the activation of MEK1/2 dependent effector proteins and transcription factors, thereby leading to an inhibition of cellular proliferation in various cancers."	Targeted therapy	Selumetinib Sulfate	Selumetinib Sulfate
http://purl.obolibrary.org/obo/NCIT_C62524	Seneca Valley Virus-001	"A replication-competent oncolytic picornavirus with potential antineoplastic activity. Administered systemically, Seneca Valley virus-001 specifically targets and infects tumor cells with neuroendocrine characteristics. Upon infection, this agent replicates intracellularly, resulting in tumor cell lysis and reduced tumor cell proliferation. The selective tropism of virus replication may involve receptor-mediated internalization."	Immunotherapy	Seneca Valley Virus-001	Seneca Valley Virus-001
http://purl.obolibrary.org/obo/NCIT_C77904	Serdemetan	"An orally bioavailable HDM2 antagonist with potential antineoplastic activity. Serdemetan inhibits the binding of the HDM2 protein to the transcriptional activation domain of the tumor suppressor protein p53. By preventing this HDM2-p53 interaction, the proteasome-mediated enzymatic degradation of p53 is inhibited, which may result in the restoration of p53 signaling and thus the p53-mediated induction of tumor cell apoptosis. HDM2 (human homolog of double minute 2), a zinc finger protein, is a negative regulator of the p53 pathway; often overexpressed in cancer cells, it has been implicated in cancer cell proliferation and survival."	Targeted therapy	Serdemetan	Serdemetan
http://purl.obolibrary.org/obo/NCIT_C1985	Sipuleucel-T	"A cell-based vaccine composed of autologous antigen-presenting peripheral blood mononuclear cells (enriched for a dendritic cell fraction) that have been exposed to a recombinant protein consisting of granulocyte-macrophage colony-stimulating factor (GM-CSF) fused to prostatic-acid phosphatase (PAP), a protein expressed by prostate cancer cells.  Upon administration, the vaccine may stimulate an antitumor T-cell response against tumor cells expressing PAP. (NCI05)"	Immunotherapy	Sipuleucel-T	Sipuleucel-T
http://purl.obolibrary.org/obo/NCIT_C78848	Sonolisib	"A small-molecule wortmannin analogue inhibitor of the alpha, gamma, and delta isoforms of phosphoinositide 3-kinase (PI3K) with potential antineoplastic activity. Sonolisib inhibits the production of the secondary messenger phosphatidylinositol-3,4,5-trisphosphate (PIP3) and activation of the PI3K/Akt signaling pathway, which may result in inhibition of tumor cell growth and survival in susceptible tumor cell populations. Activation of the PI3K/Akt signaling pathway is frequently associated with tumorigenesis and dysregulated PI3K/Akt signaling may contribute to tumor resistance to a variety of antineoplastic agents."	Targeted therapy	Sonolisib	Sonolisib
http://purl.obolibrary.org/obo/NCIT_C61948	Sorafenib	"A synthetic compound targeting growth signaling and angiogenesis. Sorafenib blocks the enzyme RAF kinase, a critical component of the RAF/MEK/ERK signaling pathway that controls cell division and proliferation; in addition, sorafenib inhibits the VEGFR-2/PDGFR-beta signaling cascade, thereby blocking tumor angiogenesis."	Targeted therapy	Sorafenib	Sorafenib
http://purl.obolibrary.org/obo/NCIT_C2017	Steroidal Aromatase Inhibitor	An aromatase inhibitor with a steroidal structure. Steroidal aromatase inhibitors work by forming a permanent bond with the enzyme.	Hormone therapy	Steroidal Aromatase Inhibitor	Steroidal Aromatase Inhibitor
http://purl.obolibrary.org/obo/NCIT_C845	Streptozocin	"A methylnitrosourea antineoplastic antibiotic isolated from the bacterium Streptomyces achromogenes.  Streptozocin alkylates DNA, forming inter-strand DNA cross-links and inhibiting DNA synthesis.  Due to its glucose moiety, this agent is readily taken up by pancreatic beta cells, inducing diabetes mellitus at high concentrations.  Unlike other nitrosoureas, streptozocin causes little myelosuppression. (NCI04)"	Chemotherapy	Streptozocin	Streptozocin
http://purl.obolibrary.org/obo/NCIT_C26673	Sunitinib Malate	"The orally bioavailable malate salt of an indolinone-based tyrosine kinase inhibitor with potential antineoplastic activity.  Sunitinib blocks the tyrosine kinase activities of vascular endothelial growth factor receptor 2 (VEGFR2), platelet-derived growth factor receptor b (PDGFRb), and c-kit, thereby inhibiting angiogenesis and cell proliferation.  This agent also inhibits the phosphorylation of Fms-related tyrosine kinase 3 (FLT3), another receptor tyrosine kinase expressed by some leukemic cells."	Targeted therapy	Sunitinib Malate	Sunitinib Malate
http://purl.obolibrary.org/obo/NCIT_C17173	Surgery	The branch of medical science that treats disease or injury by operative procedures.	Surgery	Surgery	Surgery
http://purl.obolibrary.org/obo/NCIT_C63435	TAC Regimen	"A chemotherapy regimen consisting of docetaxel, doxorubicin and cyclophosphamide, used as a neoadjuvant or adjuvant treatment for breast cancer."	Chemotherapy	TAC Regimen	TAC Regimen
http://purl.obolibrary.org/obo/NCIT_C116886	DR5-targeting Tetrameric Nanobody Agonist TAS266	"An agonistic tetravalent nanobody, in which the four single, high affinity heavy chain variable domain (VHH) antibodies are separated by a peptide linker, targeting death receptor type 5 (DR5), with potential antineoplastic activity. Upon administration, DR5-targeting tetrameric nanobody agonist TAS266, with its four DR5-specific single-chain antibodies, specifically binds to and activates DR5 receptors. This results in the activation of caspase cascades and induction of apoptosis in DR5-expressing tumor cells. DR5, a cell surface receptor and member of the tumor necrosis factor (TNF)-receptor superfamily, triggers apoptosis. Compared to certain anti-DR5 antibody agonists, TAS266 shows increased receptor activation."	Immunotherapy	DR5-targeting Tetrameric Nanobody Agonist TAS266	TAS266
http://purl.obolibrary.org/obo/NCIT_C95733	Talazoparib	"An orally bioavailable inhibitor of the nuclear enzyme poly(ADP-ribose) polymerase (PARP) with potential antineoplastic activity. Talazoparib selectively binds to PARP and prevents PARP-mediated DNA repair of single strand DNA breaks via the base-excision repair pathway. This enhances the accumulation of DNA strand breaks, promotes genomic instability and eventually leads to apoptosis. PARP catalyzes post-translational ADP-ribosylation of nuclear proteins that signal and recruit other proteins to repair damaged DNA and is activated by single-strand DNA breaks."	Targeted therapy	Talazoparib	Talazoparib
http://purl.obolibrary.org/obo/NCIT_C95733	Talazoparib	"An orally bioavailable inhibitor of the nuclear enzyme poly(ADP-ribose) polymerase (PARP) with potential antineoplastic activity. Talazoparib selectively binds to PARP and prevents PARP-mediated DNA repair of single strand DNA breaks via the base-excision repair pathway. This enhances the accumulation of DNA strand breaks, promotes genomic instability and eventually leads to apoptosis. PARP catalyzes post-translational ADP-ribosylation of nuclear proteins that signal and recruit other proteins to repair damaged DNA and is activated by single-strand DNA breaks."	Targeted therapy	Talazoparib	Talazoparib 
http://purl.obolibrary.org/obo/NCIT_C61314	Talimogene Laherparepvec	"An ICP34.5, ICP47-deleted, oncolytic herpes simplex type-1 virus (HSV-1) based on the JS1 strain, and encoding the immunostimulating factor human cytokine granulocyte-macrophage colony stimulating factor (GM-CSF) with potential immunostimulating and antineoplastic activities. Upon intratumoral injection, talimogene laherparepvec selectively infects and replicates in tumor cells, thereby inducing tumor cell lysis. In addition, GM-CSF attracts dendritic cells (DCs) and may stimulate a cytotoxic T cell response against tumor cells, which results in immune-mediated tumor cell death. Deletion of the gene encoding for ICP34.5 provides tumor selectivity and prevents replication in healthy cells. As ICP47 blocks antigen presentation in HSV-infected cells, deletion of this gene may induce a more potent antitumor immune response in the tumor cells. Additionally, deletion of ICP47 causes increased expression of the HSV US11 gene and allows US11 to be expressed as an immediate early and not a late gene. This further enhances the degree of viral replication and oncolysis of tumor cells."	Immunotherapy	Talimogene Laherparepvec	Talimogene Laherparepvec
http://purl.obolibrary.org/obo/NCIT_C62078	Tamoxifen		Hormone therapy	Tamoxifen	Tamoxifen
http://purl.obolibrary.org/obo/NCIT_C107506	Tazemetostat	"An orally available, small molecule selective and S-adenosyl methionine (SAM) competitive inhibitor of histone methyl transferase EZH2, with potential antineoplastic activity. Upon oral administration, tazemetostat selectively inhibits the activity of both wild-type and mutated forms of EZH2. Inhibition of EZH2 specifically prevents the methylation of histone H3 lysine 27 (H3K27). This decrease in histone methylation alters gene expression patterns associated with cancer pathways and results in decreased tumor cell proliferation in EZH2 mutated cancer cells. EZH2, which belongs to the class of histone methyltransferases (HMTs), is overexpressed or mutated in a variety of cancer cells and plays a key role in tumor cell proliferation."	Targeted therapy	Tazemetostat	Tazemetostat
http://purl.obolibrary.org/obo/NCIT_C1244	Temozolomide	"A triazene analog of dacarbazine with antineoplastic activity.  As a cytotoxic alkylating agent, temozolomide is converted at physiologic pH to the short-lived active compound, monomethyl triazeno imidazole carboxamide (MTIC). The cytotoxicity of MTIC is due primarily to methylation of DNA at the O6 and N7 positions of guanine, resulting in inhibition of DNA replication. Unlike dacarbazine, which is metabolized to MITC only in the liver, temozolomide is metabolized to MITC at all sites. Temozolomide is administered orally and penetrates well into the central nervous system. (NCI04)"	Chemotherapy	Temozolomide	Temozolomide
http://purl.obolibrary.org/obo/NCIT_C1844	Temsirolimus	"An ester analog of rapamycin. Temsirolimus binds to and inhibits the mammalian target of rapamycin (mTOR), resulting in decreased expression of mRNAs necessary for cell cycle progression and arresting cells in the G1 phase of the cell cycle. mTOR is a serine/threonine kinase which plays a role in the PI3K/AKT pathway that is upregulated in some tumors."	Targeted therapy	Temsirolimus	Temsirolimus
http://purl.obolibrary.org/obo/NCIT_C868	Tetrahydrouridine	"A synthetic pyrimidine nucleoside analogue with biomodulating activity. Tetrahydrouridine increases the efficacy of the radiosensitizer cytochlor (5-chloro-2'-deoxycytidine) by inhibiting the enzyme deoxycytidine monophosphate (dCMP) deaminase and preventing the premature deamination of the cytochlor metabolite 5-chloro-2'-deoxycytidine monophosphate (CldCMP) to 5-chloro-2'-deoxyuridine monophosphate (CldUMP); in turn, this increases tumor concentrations of CldUMP which is then further anabolized and incorporated selectively into tumor DNA as CldU (5-chloro-2'-deoxyuridine). (NCI04)"	Chemotherapy	Tetrahydrouridine	Tetrahydrouridine
http://purl.obolibrary.org/obo/NCIT_C478	Therapeutic Estradiol	"A synthetic form of estradiol, a steroid sex hormone vital to the maintenance of fertility and secondary sexual characteristics in females, that may be used as hormone replacement therapy. Typically esterified, estradiol derivatives are formulated for oral, intravaginal, transdermal, or parenteral administration. As the primary, most potent estrogen hormone produced by the ovaries, estradiol binds to and activates specific nuclear receptors. Estradiol exhibits mild anabolic and metabolic properties, and increases blood coagulability. It may play a role in immune and inflammatory processes."	Hormone therapy	Therapeutic Estradiol	Therapeutic Estradiol
http://purl.obolibrary.org/obo/NCIT_C875	Thiotepa	"A polyfunctional, organophosphorus alkylating agent and a stable derivative of N,N',N''-triethylenephosphoramide (TEPA), with antineoplastic activity. Upon administration, thiotepa is converted into highly reactive ethylenimine groups, which covalently bind to nucleophilic groups in DNA and demonstrate a preference for the N7 position of guanine bases. This induces crosslinking of alkylated guanine bases in double-stranded DNA, interferes with both DNA replication and cell division, and results in both the induction of apoptosis and the inhibition of cell growth."	Chemotherapy	Thiotepa	Thiotepa
http://purl.obolibrary.org/obo/NCIT_C152647	Tipiracil Hydrochloride		Targeted therapy	Tipiracil Hydrochloride	Tipiracil Hydrochloride
http://purl.obolibrary.org/obo/NCIT_C95189	Titanium	"An element with atomic symbol Ti, atomic number 22, and atomic weight 47.867."	Not provided	Titanium	Titanium
http://purl.obolibrary.org/obo/NCIT_C62437	Tivantinib	"An orally bioavailable small molecule inhibitor of c-Met with potential antineoplastic activity. c-Met inhibitor ARQ 197 binds to the c-Met protein and disrupts c-Met signal transduction pathways, which may induce cell death in tumor cells overexpressing c-Met protein or expressing constitutively activated c-Met protein. c-Met protein, the product of the proto-oncogene c-Met, is a receptor tyrosine kinase also known as hepatocyte growth factor receptor (HGFR); this protein is overexpressed or mutated in many tumor cell types and plays key roles in tumor cell proliferation, survival, invasion, and metastasis, and tumor angiogenesis."	Targeted therapy	Tivantinib	Tivantinib
http://purl.obolibrary.org/obo/NCIT_C160127	Topical Fluorouracil Regimen	A chemotherapy regimen consisting of topical fluorouracil that may be used in the treatment of penile cancer.	Chemotherapy	Topical Fluorouracil Regimen	Topical Fluorouracil Regimen
http://purl.obolibrary.org/obo/NCIT_C84851	Topoisomerase I Inhibitor Genz-644282	"A non-camptothecin inhibitor of topoisomerase I with potential antineoplastic activity. Topoisomerase I inhibitor Genz-644282 binds to and inhibits the enzyme topoisomerase I, which may result in the inhibition of repair of single-strand DNA breaks, DNA replication, and tumor cell growth in susceptible tumor cell populations."	Targeted therapy	Topoisomerase I Inhibitor Genz-644282	Topoisomerase I Inhibitor Genz-644282
http://purl.obolibrary.org/obo/NCIT_C1413	Topotecan	"A semisynthetic derivative of camptothecin, a cytotoxic, quinoline-based alkaloid extracted from the Asian tree Camptotheca acuminata. Topotecan inhibits topoisomerase I activity by stabilizing the topoisomerase I-DNA covalent complexes during S phase of cell cycle, thereby inhibiting religation of topoisomerase I-mediated single-strand DNA breaks and producing potentially lethal double-strand DNA breaks when encountered by the DNA replication machinery."	Chemotherapy	Topotecan	Topotecan
http://purl.obolibrary.org/obo/NCIT_C2828	Topotecan Hydrochloride	"The hydrochloride salt of a semisynthetic derivative of camptothecin with antineoplastic activity. During the S phase of the cell cycle, topotecan selectively stabilizes topoisomerase I-DNA covalent complexes, inhibiting religation of topoisomerase I-mediated single-strand DNA breaks and producing potentially lethal double-strand DNA breaks when complexes are encountered by the DNA replication machinery. Camptothecin is a cytotoxic quinoline-based alkaloid extracted from the Asian tree Camptotheca acuminata."	Chemotherapy	Topotecan Hydrochloride	Topotecan Hydrochloride
http://purl.obolibrary.org/obo/NCIT_C1691	Trabectedin	"A tetrahydroisoquinoline alkaloid isolated from the marine tunicate Ecteinascidia turbinata with potential antineoplastic activity. Binding to the minor groove of DNA, trabectedin interferes with the transcription-coupled nucleotide excision repair machinery to induce lethal DNA strand breaks and blocks the cell cycle in the G2 phase."	Chemotherapy	Trabectedin	Trabectedin
http://purl.obolibrary.org/obo/NCIT_C77908	Trametinib		Targeted therapy	Trametinib	Trametinib
http://purl.obolibrary.org/obo/NCIT_C1647	Trastuzumab		Targeted therapy	Trastuzumab	Trastuzumab
http://purl.obolibrary.org/obo/NCIT_C128799	Trastuzumab Deruxtecan	"An antibody-drug conjugate (ADC) composed of trastuzumab, a monoclonal antibody targeting human epidermal growth factor receptor 2 (ERBB2; EGFR2; HER2) conjugated to deruxtecan, a derivative of the camptothecin analog exatecan (DXd; DX-8951 derivative), a DNA topoisomerase 1 (topoisomerase I; Top1) inhibitor, with antineoplastic activity. Upon administration of trastuzumab deruxtecan, trastuzumab targets and binds to HER2 on tumor cells. Upon antibody/antigen binding and internalization, deruxtecan binds to and inhibits Top1-DNA complexes, which results in an inhibition of DNA replication, cell cycle arrest and tumor cell apoptosis. HER2, a tyrosine kinase receptor, is overexpressed by many cancer cell types. In addition, trastuzumab deruxtecan induces antibody-dependent cell-mediated cytotoxicity (ADCC) and causes a bystander killing effect."	Targeted therapy	Trastuzumab Deruxtecan	Trastuzumab Deruxtecan
http://purl.obolibrary.org/obo/NCIT_C82492	Trastuzumab Emtansine	"An antibody-drug conjugate (ADC) consisting of the recombinant anti-epidermal growth factor receptor 2 (HER2) monoclonal antibody trastuzumab conjugated to the maytansinoid DM1 via a nonreducible thioether linkage (MCC) with potential antineoplastic activity. The trastuzumab moiety of this ADC binds to HER2 on tumor cell surfaces; upon internalization, the DM1 moiety is released and binds to tubulin, thereby disrupting microtubule assembly/disassembly dynamics and inhibiting cell division and the proliferation of cancer cells that overexpress HER2. Linkage of antibody and drug through a nonreducible linker has been reported to contribute to the improved efficacy and reduced toxicity of this ADC compared to similar ADCs constructed with reducible linkers."	Targeted therapy	Trastuzumab Emtansine	Trastuzumab Emtansine
http://purl.obolibrary.org/obo/NCIT_C905	Trifluridine	"A fluorinated thymidine analog with potential antineoplastic activity. Trifluridine is incorporated into DNA and inhibits thymidylate synthase, resulting in inhibition of DNA synthesis, inhibition of protein synthesis, and apoptosis. This agent also exhibits antiviral activity. (NCI04)"	Chemotherapy	Trifluridine	Trifluridine
http://purl.obolibrary.org/obo/NCIT_C1267	Triptorelin	"A synthetic decapeptide agonist analog of luteinizing hormone releasing hormone (LHRH).  Possessing greater potency than endogenous LHRH, triptorelin reversibly represses gonadotropin secretion. After chronic, continuous administration, this agent effects sustained decreases in LH and FSH production and testicular and ovarian steroidogenesis. Serum testosterone concentrations may fall to levels typically observed in surgically castrated men. (NCI04)"	Hormone therapy	Triptorelin	Triptorelin
http://purl.obolibrary.org/obo/NCIT_C29536	Valproic Acid	"A synthetic derivative of propylpentanoic acid with antiepileptic properties and potential antineoplastic and antiangiogenesis activities.  In epilepsy, valproic acid appears to act by increasing the concentration of gamma-aminobutyric acid (GABA) in the brain. This agent's antitumor and antiangiogenesis activities may be related to the inhibition of histone deacetylases and nitric oxide synthase, which results in the inhibition of nitric oxide synthesis. (NCI04)"	Targeted therapy	Valproic Acid	Valproic acid
http://purl.obolibrary.org/obo/NCIT_C64768	Vemurafenib	"An orally bioavailable, ATP-competitive, small-molecule inhibitor of BRAF(V600E) kinase with potential antineoplastic activity. Vemurafenib selectively binds to the ATP-binding site of BRAF(V600E) kinase and inhibits its activity, which may result in an inhibition of an over-activated MAPK signaling pathway downstream in BRAF(V600E) kinase-expressing tumor cells and a reduction in tumor cell proliferation. Approximately 90% of BRAF gene mutations involve a valine-to-glutamic acid mutation at residue 600 (V600E); the oncogene protein product, BRAF(V600E) kinase, exhibits a markedly elevated activity that over-activates the MAPK signaling pathway. The BRAF(V600E) gene mutation has been found to occur in approximately 60% of melanomas, and in about 8% of all solid tumors, including melanoma, colorectal, thyroid and other cancers."	Targeted therapy	Vemurafenib	Vemurafenib
