model_id,passage_range,treatment_name,treatment_type,treatment_dose,administration_route,treatment_schedule,treatment_length,treatment_response,response_classification,platform_id,provider
NIBRX-2538,,LJC049,treatment,30 mg/kg,subcutaneous,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2573,,LJC049,treatment,30 mg/kg,subcutaneous,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2780,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1298,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1371,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1407,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1600,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1631,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1921,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1286,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1832,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1383,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1004,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1008,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1468,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2487,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2640,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2353,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3077,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3873,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2524,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4567,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3078,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2195,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3298,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1828,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-2344,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-5249,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3697,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4888,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5355,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5975,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-6047,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4347,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4824,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3450,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,partial response,,drugdosing,DFCI-CPDM
NIBRX-4949,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5502,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3201,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1916,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3468,,LJM716,treatment,25 mg/kg,intraperitoneal,every other day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1383,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2780,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1298,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1371,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1600,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1631,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1921,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2487,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2640,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1286,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1832,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1004,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1407,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1468,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1828,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2353,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2524,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3078,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2195,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3298,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3873,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3697,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4824,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,stable disease,,drugdosing,DFCI-CPDM
NIBRX-1008,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3077,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4888,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5355,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-6047,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4347,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4949,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2344,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,partial response,,drugdosing,DFCI-CPDM
NIBRX-3450,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,partial response,,drugdosing,DFCI-CPDM
NIBRX-5249,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4567,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,complete response,,drugdosing,DFCI-CPDM
NIBRX-5502,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3201,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3468,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1916,,LJM716 + trastuzumab,treatment,"25, 15 mg/kg","intraperitoneal, intravenous","every other day, weekly",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1383,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2780,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1004,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1008,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1298,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1371,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1407,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1468,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1600,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1631,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1828,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1921,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2344,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2487,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1286,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1832,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2353,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2640,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2195,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3450,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2524,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3078,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3077,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3298,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3697,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3873,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4888,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5355,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5975,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-6047,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4347,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4567,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4824,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4949,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5249,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5502,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3201,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1916,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3468,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3792,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1119,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1173,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1270,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1536,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3093,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1027,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1167,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1303,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1500,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2145,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2374,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-0933,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3267,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1055,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2822,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5438,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2483,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2861,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3205,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1329,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1441,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2403,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2659,,LKA136,treatment,5 mg/kg,oral,twice per day,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-5254,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5405,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5494,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5495,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2182,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2484,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1479,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2846,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3224,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1290,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1855,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1443,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5578,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5446,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4087,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2538,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2573,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5205,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1362,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2026,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2339,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2470,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2043,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2220,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3028,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3268,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1948,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2428,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2684,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2997,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4215,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4226,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4316,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4676,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2081,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3052,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1199,,LKA136,treatment,5 mg/kg,oral,twice per day,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-2564,,LKA136,treatment,5 mg/kg,oral,twice per day,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3800,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3816,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3846,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3898,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3947,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3990,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4015,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4018,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3038,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4378,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4649,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4927,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1289,,LKA136,treatment,5 mg/kg,oral,twice per day,,complete response,,drugdosing,DFCI-CPDM
NIBRX-4377,,LKA136,treatment,5 mg/kg,oral,twice per day,,complete response,,drugdosing,DFCI-CPDM
NIBRX-2283,,LKA136,treatment,5 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1383,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1004,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1008,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1371,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1407,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1600,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1921,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2344,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2487,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1286,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1832,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2353,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1298,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1468,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1828,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2195,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3298,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3697,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3873,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2524,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3078,,LLM871,treatment,15 mg/kg,intravenous,every two weeks,,progressive disease,,drugdosing,DFCI-CPDM
