Field	model_id	name	type	growth_properties	parent_id	origin_patient_sample_id	comments	supplier	external_ids	publications
	SIDM01602	HCC2279	Cell Line	Adherent			 	KCLB:72279	ACH-000731,CVCL_5131,CCLE_Name:HCC2279_LUNG	
	SIDM00121	CCRF-CEM	Cell Line	Suspension			 CEM/C1 is a camptothecin resistant derivative of the human T cell leukemia cell line CCRF CEM. CEM/C2 is a multi drug resistant derivative of the human T cell leukemia cell line CCRF CEM. AGR-ON is a derivative of CEM-AG, itself a derivative of CCRF-CEM, selected for ability to produce CSF (ATCC).	NCI:CCRF-CEM	COSMIC905952,ACH-001738,CVCL_0207,CCLE_Name:CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00626	SF767	Cell Line	Adherent			 SF767 has been shown to be a derivative of ME-180 (PMID: 22570425).	unknown:unknown	ACH-000490,CVCL_6950,CCLE_Name:SF767_CENTRAL_NERVOUS_SYSTEM	
	SIDM01055	GAMG	Cell Line	Adherent			 	DSMZ:ACC-242	COSMIC906868,ACH-000098,CVCL_1226,CCLE_Name:GAMG_CENTRAL_NERVOUS_SYSTEM	
	SIDM00267	TGBC24TKB	Cell Line	Adherent			 	RIKEN:RCB1196	COSMIC910695,ACH-002312,CVCL_1770,CCLE_Name:TGBC24TKB_BILIARY_TRACT	
	SIDM01328	PaCaDD-165	Cell Line	Adherent			https://www.austinpublishinggroup.com/cancer-clinical-research/fulltext/cancer-v2-id1055.php 	DSMZ:ACC 750	ACH-001380,CVCL_M467,CCLE_Name:PACADD165_PANCREAS	
	SIDM01353	PaCaDD-135	Cell Line	Adherent			 	DSMZ:ACC 710	ACH-001376,CVCL_1849,CCLE_Name:PACADD135_PANCREAS	21683373.0
	SIDM01828	UPCI-SCC-026	Cell Line	Adherent			 UPCI-SCC-026 was derived following recurrance from the same patient as UPCI-SCC-016 (DOI: 10.1016/j.oraloncology.2007.05.003).	DSMZ:ACC-658	ACH-001690,,CCLE_Name:UPCISCC026_UPPER_AERODIGESTIVE_TRACT	
	SIDM00906	C-4-II	Cell Line	Adherent			 C-4-I and C-4-II were both derived from the same patient (ATCC).	ATCC:CRL-1595	ACH-001335,CVCL_1095,CCLE_Name:C4II_CERVIX	
	SIDM00386	MHH-ES-1	Cell Line	Adherent			 	DSMZ:ACC-167	COSMIC908134,ACH-000391,CVCL_1411,CCLE_Name:MHHES1_BONE	
	SIDM00162	SNU-245	Cell Line	Adherent			 	KCLB:00245	ACH-000268,CVCL_5038,CCLE_Name:SNU245_BILIARY_TRACT	
	SIDM01751	HuG1-PI	Cell Line	Suspension	SIDM01736	SIDS01585	A variant of HuG1 producing hybrid type of alkaline phosphatase. HuG1-N and HuG1-PI were derived from the parental line HuG1 (JCRB).	JCRB:RCB1178		
	SIDM00885	HCC1187	Cell Line	Semi-Adherent			 HCC1187-BL is a B-lymphoblastoid cell line initiated by Epstein Barr virus (EBV) transformation of peripheral blood lymphocytes obtained from the same patient as HCC1187 (ATCC).	ATCC:CRL-2322	COSMIC749711,ACH-000111,CVCL_1247,CCLE_Name:HCC1187_BREAST	
	SIDM00271	MKN1	Cell Line	Adherent			 	RIKEN:RCB1003	COSMIC908138,ACH-000351,CVCL_1415,CCLE_Name:MKN1_STOMACH	
	SIDM00845	Daudi	Cell Line	Suspension			 	ATCC:CCL-213	COSMIC906831,ACH-000786,CVCL_0008,CCLE_Name:DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00864	DoTc2-4510	Cell Line	Adherent			 	ATCC:CRL-7920	COSMIC906843,ACH-001341,CVCL_1181,CCLE_Name:DOTC24510_CERVIX	
	SIDM01179	VA-ES-BJ	Cell Line	Adherent			 	ATCC:CRL-2138	COSMIC688121,ACH-001702,CVCL_1785,CCLE_Name:VAESBJ_SOFT_TISSUE	
	SIDM01791	MKL-1	Cell Line	Suspension			 	ECACC:09111801	ACH-001122,,CCLE_Name:MKL1_SKIN	3546933.0
	SIDM01171	T98G	Cell Line	Adherent			 	ATCC:CRL-1690	COSMIC687586,ACH-000571,CVCL_0556,CCLE_Name:T98G_CENTRAL_NERVOUS_SYSTEM	
	SIDM01922	Onda-9R-B12	Cell Line	Adherent	SIDM01874	SIDS01708	 Onda-9R was established from a recurrence of a glioblastoma which had previously been sampled and used to derive Onda-9.  Onda-9R-B12 is a clonal cell line derived from Onda-9R (JCRB).	JCRB:JCRB1607		
	SIDM00983	647-V	Cell Line	Adherent			 	DSMZ:ACC-414	COSMIC906797,ACH-000896,CVCL_1049,CCLE_Name:647V_URINARY_TRACT	
	SIDM00273	GI-1	Cell Line	Adherent			 	RIKEN:RCB0763	COSMIC906871,ACH-000756,CVCL_1231,CCLE_Name:GI1_CENTRAL_NERVOUS_SYSTEM	
	SIDM01010	KARPAS-299	Cell Line	Suspension			 	ECACC:6072604	COSMIC907273,ACH-000053,CVCL_1324,CCLE_Name:KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00927	NCI-H510A	Cell Line	Semi-Adherent			 	ATCC:HTB-184	COSMIC753605,ACH-000871,CVCL_1565,CCLE_Name:NCIH510_LUNG	
	SIDM00109	SNB19	Cell Line	Adherent			 B2-17 has been shown to be a derivitive of U251. SNB19 has been shown to be a derivitive of U251 (ICLAC).	DSMZ:ACC325	ACH-001198,CVCL_0535,CCLE_Name:SNB19_CENTRAL_NERVOUS_SYSTEM	
	SIDM00323	TK	Cell Line	Unknown			 	JCRB:JCRB0157	COSMIC1331045,ACH-002313,CVCL_3216,CCLE_Name:TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00239	OS-RC-2	Cell Line	Adherent			 	RIKEN:RCB0735	COSMIC909250,ACH-000159,CVCL_1626,CCLE_Name:OSRC2_KIDNEY	
	SIDM00351	SAS	Cell Line	Unknown			 	JCRB:JCRB0260	COSMIC909708,ACH-002029,CVCL_1675,CCLE_Name:SAS_UPPER_AERODIGESTIVE_TRACT	
	SIDM00160	SNU-478	Cell Line	Adherent			 	KCLB:00478	ACH-000377,CVCL_5065,CCLE_Name:SNU478_BILIARY_TRACT	
	SIDM00348	TE-11	Cell Line	Unknown			 	JCRB:RCB2100	COSMIC946354,ACH-000488,CVCL_1761,CCLE_Name:TE11_OESOPHAGUS	
	SIDM00552	KYM-1	Cell Line	Unknown			 	JCRB:JCRB0627	COSMIC1240166,ACH-000607,CVCL_3007,CCLE_Name:KYM1_SOFT_TISSUE	
	SIDM00766	NCI-H1876	Cell Line	Adherent			 NCI-H1876 & NCI-H1882 & NCI-H1881 have been derived from the same same patient. (NCI-Navy Medical Oncology Brance Cell Line Supplement DOI: 10.1002/jcb.240630505)	ATCC:CRL-5902	COSMIC1330972,ACH-000586,CVCL_1503,CCLE_Name:NCIH1876_LUNG	
	SIDM01815	HCS-2	Cell Line	Adherent			 	JCRB:JCRB1203	ACH-001515,,CCLE_Name:HCS2_CERVIX	2979208.0
	SIDM00819	RCC-FG2	Cell Line	Adherent			 	CLS:RCC-FG2	COSMIC1524414,ACH-002189,CVCL_5873,CCLE_Name:RCCFG2_KIDNEY	
	SIDM00735	NCI-H2029	Cell Line	Adherent			 	ATCC:CRL-5913	COSMIC688011,ACH-000298,CVCL_1516,CCLE_Name:NCIH2029_LUNG	
	SIDM01184	T24	Cell Line	Adherent			 ACCS has been shown to be a derivitive of T24 (PMID: 20143388).	ATCC:HTB-4	COSMIC724812,ACH-000018,CVCL_0554,CCLE_Name:T24_URINARY_TRACT	
	SIDM01798	KMLS-1	Cell Line	Adherent			 	JCRB:JCRB0200	ACH-001540,,CCLE_Name:KMLS1_SOFT_TISSUE	
	SIDM00379	SK-MG-1	Cell Line	Unknown			 SK-MG-1 and Marcus share common ancestry (JCRB).  RERF-LC-OK has been shown to be contaminated with Marcus cell line (ICLAC).	JCRB:IFO50344	COSMIC909729,ACH-002304,CVCL_1698,CCLE_Name:SKMG1_CENTRAL_NERVOUS_SYSTEM	
	SIDM00756	NCI-H2009	Cell Line	Adherent			 NCI-BL2009 is a lymphoblastoid line derived from the same patient as NCI-H2009 (ATCC).	ATCC:CRL-5911	COSMIC724873,ACH-000886,CVCL_1514,CCLE_Name:NCIH2009_LUNG	
	SIDM01093	SiHa	Cell Line	Adherent			 	ATCC:HTB-35	COSMIC930297,ACH-000556,CVCL_0032,CCLE_Name:SIHA_CERVIX	
	SIDM01894	Mero-82	Cell Line	Adherent			Note made of patient's history of exposure to asbestos (ECACC). 	ECACC:09100105	ACH-001559,,CCLE_Name:MERO82_PLEURA	2474517.0
	SIDM01078	SHP-77	Cell Line	Semi-Adherent			 	ATCC:CRL-2195	COSMIC724872,ACH-000790,CVCL_1693,CCLE_Name:SHP77_LUNG	
	SIDM01695	KASUMI-6	Cell Line	Suspension			 	ATCC:CRL-2775	ACH-000166,,CCLE_Name:KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01906	Mero-95	Cell Line	Adherent			Note made of patient's history of exposure to asbestos (ECACC). 	ECACC:09100108	ACH-001562,,CCLE_Name:MERO95_PLEURA	2474517.0
	SIDM00860	FADU	Cell Line	Adherent			 	ATCC:HTB-43	COSMIC906863,ACH-000846,CVCL_1218,CCLE_Name:FADU_UPPER_AERODIGESTIVE_TRACT	
	SIDM01423	SK-MEL-19	Cell Line	Adherent			 	Lonza:SK-MEL 19	ACH-002005,CVCL_6025,CCLE_Name:SKMEL19_SKIN	
	SIDM00319	VMRC-MELG	Cell Line	Adherent			 	JCRB:JCRB0074	COSMIC930301,ACH-001704,CVCL_1789,CCLE_Name:VMRCMELG_SKIN	
	SIDM01242	MMAc-SF	Cell Line	Adherent	SIDM00246	SIDS00692	 MMAc-SF is a serum-free medium adapted version of the MMAc cell line (RIKEN).	RIKEN:RCB1200	COSMIC925339,ACH-002162,CVCL_1420,CCLE_Name:MMACSF_SKIN	
	SIDM01210	KNS-81-FD	Cell Line	Unknown	SIDM00605	SIDS00992	 KNS-81-FD is derived from KNS-81 (JCRB).	JCRB:IFO50444	COSMIC924188,ACH-002259,CVCL_1336,CCLE_Name:KNS81FD_CENTRAL_NERVOUS_SYSTEM	
	SIDM01026	KYSE-510	Cell Line	Adherent			 	DSMZ:ACC-374	COSMIC907321,ACH-000824,CVCL_1354,CCLE_Name:KYSE510_OESOPHAGUS	
	SIDM00278	EC-GI-10	Cell Line	Adherent			 	RIKEN:RCB0774	COSMIC753555,ACH-000305,CVCL_1187,CCLE_Name:ECGI10_OESOPHAGUS	
	SIDM01303	HCM-SANG-0304-C15	Organoid	Unknown			 	ATCC:PDM-79		
	SIDM00415	ROS-50	Cell Line	Suspension			 	DSMZ:ACC-557	COSMIC1331025,ACH-001639,CVCL_1887,CCLE_Name:ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00277	EoL-1-cell	Cell Line	Suspension			 	RIKEN:RCB0641	COSMIC906856,ACH-000198,CVCL_0258,CCLE_Name:EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00494	ABC-1	Cell Line	Unknown			 	JCRB:JCRB0815	COSMIC906791,ACH-000528,CVCL_1066,CCLE_Name:ABC1_LUNG	
	SIDM00227	GI-ME-N	Cell Line	Adherent			 	ICLC:HTL98011	COSMIC906872,ACH-001344,CVCL_1232,CCLE_Name:GIMEN_AUTONOMIC_GANGLIA	
	SIDM01410	Yamato-SS	Cell Line	Unknown			 	RIKEN:RCB3577	ACH-001277,CVCL_6C44,CCLE_Name:YAMATO_SOFT_TISSUE	20518020.0
	SIDM01743	Hs-895-T	Cell Line	Adherent			 Hs-895-Sk is a normal cell line derived from the same patient as Hs-895-T (ATCC).	ATCC:CRL-7637	ACH-000043,,CCLE_Name:HS895T_FIBROBLAST	
	SIDM00236	PC-9	Cell Line	Adherent			 PC-14 has been shown to be a derivitive of PC-9 (RIKEN, ECACC).	RIKEN:RCB4455	ACH-000779,CVCL_B260,CCLE_Name:PC9_LUNG	
	SIDM00352	RMG-I	Cell Line	Unknown			 	JCRB:IFO50315	COSMIC909699,ACH-000719,CVCL_1662,CCLE_Name:RMGI_OVARY	
	SIDM00245	MS-1	Cell Line	Suspension			 	RIKEN:RCB0725	COSMIC753594,ACH-001958,CVCL_1429,CCLE_Name:MS1_LUNG	
	SIDM01847	NP-3	Cell Line	Adherent			 	JCRB:JCRB1567	ACH-001609,,CCLE_Name:NP3_CENTRAL_NERVOUS_SYSTEM	
	SIDM00484	TT	Cell Line	Adherent			 	ECACC:92050721	COSMIC930299,ACH-001321,CVCL_1774,CCLE_Name:TT_THYROID	
	SIDM01253	RKO-E6	Cell Line	Adherent	SIDM01090	SIDS00344	 RKO-E6 was generated from the colon carcinoma line RKO by transfection with pCMV E6 using Lipofectin (ATCC).	ATCC:CRL-2578	CVCL_3787	
	SIDM00031	SCCH-196	Cell Line	Unknown			 	JCRB:JCRB0108	COSMIC1240211,ACH-001643,CVCL_3161,CCLE_Name:SCCH196_SOFT_TISSUE	
	SIDM01225	MES-SA-Dx-5	Cell Line	Adherent	SIDM00625	SIDS00202	 MES-SA-MX2 is a mitoxantrone resistant derivative of the human uterine sarcoma cell line MES-SA (ATCC). MES-SADx-5 is a multi drug-resistant subclone of MES-SA (ECACC).	ECACC:95051031	CVCL_2598	
	SIDM00540	DOK	Cell Line	Adherent			 	ECACC:94122104	COSMIC910936,ACH-002234,CVCL_1180,CCLE_Name:DOK_UPPER_AERODIGESTIVE_TRACT	
	SIDM00387	MHH-NB-11	Cell Line	Adherent			 	DSMZ:ACC-157	COSMIC908135,ACH-000078,CVCL_1412,CCLE_Name:MHHNB11_AUTONOMIC_GANGLIA	
	SIDM00118	HCC2998	Cell Line	Unknown			 	NCI:HCC-2998	COSMIC905971,ACH-001081,CVCL_1266,CCLE_Name:HCC2998_LARGE_INTESTINE	
	SIDM01682	NCC-StC-K140	Cell Line	Suspension			 	JCRB:JCRB1228	ACH-000110,,CCLE_Name:NCCSTCK140_STOMACH	
	SIDM00704	NCI-H211	Cell Line	Suspension			 	ATCC:CRL-5824	COSMIC1240189,ACH-000639,CVCL_1529,CCLE_Name:NCIH211_LUNG	
	SIDM00833	SW837	Cell Line	Adherent			 	ATCC:CCL-235	COSMIC909755,ACH-000421,CVCL_1729,CCLE_Name:SW837_LARGE_INTESTINE	
	SIDM01801	KKU-M213	Cell Line	Adherent			Development of cancer within the patient linked to an infection with Opisthorchis viverrini (DOI: 10.1016/j.ijpara.2010.05.002) 	JCRB:JCRB1557	ACH-001538,,CCLE_Name:KKU213_BILIARY_TRACT	
	SIDM01157	SW954	Cell Line	Adherent			 	ATCC:HTB-117	COSMIC924247,ACH-001400,CVCL_1732,CCLE_Name:SW954_VULVA	
	SIDM01066	IGR-37	Cell Line	Adherent			 IGR-37 and IGR-39 derived from the same patient. IGR-37 was established from a lymph node metastasis. IGR-39 was established from a primary (achromic) cutaneous tumor (DSMZ).	DSMZ:ACC-237	COSMIC1240153,ACH-000650,CVCL_2075,CCLE_Name:IGR37_SKIN	
	SIDM01874	Onda-9R	Cell Line	Adherent			 Onda-9R was established from a recurrence of a glioblastoma which had previously been sampled and used to derive Onda-9.  Onda-9R-B12 is a clonal cell line derived from Onda-9R (JCRB).	JCRB:JCRB1583		
	SIDM00530	KYAE-1	Cell Line	Adherent			 	ECACC:11012002	COSMIC1503368,ACH-001544,CVCL_1825,CCLE_Name:KYAE1_OESOPHAGUS	
	SIDM00779	NCI-H716	Cell Line	Suspension			 	ATCC:CCL-251	COSMIC908458,ACH-000491,CVCL_1581,CCLE_Name:NCIH716_LARGE_INTESTINE	
	SIDM00816	RCC-MF	Cell Line	Adherent			 	CLS:RCC-MF	COSMIC1524419,ACH-002192,CVCL_5884,CCLE_Name:RCCMF_KIDNEY	
	SIDM01004	KCL-22	Cell Line	Suspension			 	DSMZ:ACC-519	COSMIC1330931,ACH-000983,CVCL_2091,CCLE_Name:KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00486	EBC-1	Cell Line	Unknown			 	JCRB:JCRB0820	COSMIC753554,ACH-000563,CVCL_2891,CCLE_Name:EBC1_LUNG	
	SIDM01797	KMS-28PE	Cell Line	Suspension			 	JCRB:JCRB1191	ACH-001541,,CCLE_Name:KMS28PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00086	RXF393	Cell Line	Unknown			 	NCI:RXF 393	COSMIC905978,ACH-002195,CVCL_1673,CCLE_Name:RXF393_KIDNEY	
	SIDM00316	YH-13	Cell Line	Unknown			 	JCRB:IFO50493	COSMIC909905,ACH-000469,CVCL_1795,CCLE_Name:YH13_CENTRAL_NERVOUS_SYSTEM	
	SIDM01347	RMUG-S	Cell Line	Adherent			 	JCRB:IFO50320	ACH-000701,CVCL_3158,CCLE_Name:RMUGS_OVARY	2083224.0
	SIDM01483	COLO-741	Cell Line	Adherent			 	ECACC:93052621	ACH-000582,CVCL_1133,CCLE_Name:COLO741_SKIN	
	SIDM00896	BC-1	Cell Line	Suspension			 	ATCC:CRL-2230	COSMIC910919,ACH-002214,CVCL_1079,CCLE_Name:BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01426	PEA1	Cell Line	Adherent			 PEA1 and PEA2 were both derived from the same patient. PEA1 was obtained prior to therapy, PEA2 was obtained after chemotherapy. (PMID: 3167863)	ECACC:10032306	ACH-001628,CVCL_2682,CCLE_Name:PEA1_OVARY	3167863.0
	SIDM01257	HUH-6-clone5	Cell Line	Unknown	SIDM00062	SIDS00759	 HUH-6-clone5 is a subclone of HuH-6 (PMID: 57894).	JCRB:JCRB0401	COSMIC907070,ACH-002395,CVCL_1296,CCLE_Name:HUH6CLONE5_LIVER	
	SIDM01734	HuT-102	Cell Line	Unknown			 	TKG:TKG 0382	ACH-000612,,CCLE_Name:HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00917	CESS	Cell Line	Suspension			 	ATCC:TIB-190	COSMIC910688,ACH-002218,CVCL_0209,CCLE_Name:CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00848	A673	Cell Line	Adherent			 	ATCC:CRL-1598	COSMIC684052,ACH-000052,CVCL_0080,CCLE_Name:A673_BONE	
	SIDM00667	Hs-633T	Cell Line	Adherent			 	ECACC:89050201	COSMIC1240149,ACH-002246,CVCL_0832,CCLE_Name:HS633T_SOFT_TISSUE	
	SIDM00510	COR-L303	Cell Line	Suspension			 	ECACC:96020722	COSMIC1297438,ACH-002095,CVCL_2411,CCLE_Name:CORL303_LUNG	
	SIDM01445	SNU-601	Cell Line	Adherent			 	KCLB:00601	ACH-000736,CVCL_0101,CCLE_Name:SNU601_STOMACH	
	SIDM00596	HEC-1	Cell Line	Adherent			 HEC-1-A was derived from the same patient as HEC-1 (JCRB). HEC-1-B is a substrain of HEC-1-A (ATCC).	JCRB:JCRB0042	COSMIC907051,ACH-001517,CVCL_1274,CCLE_Name:HEC1_ENDOMETRIUM	
	SIDM00840	SW480	Cell Line	Adherent			 SW480 was derived from the primary adenocarcinoma of the colon. SW620 was derived the following year from a lymph node metastasis in the same patient (ATCC).	ATCC:CCL-228	ACH-000842,CVCL_0546,CCLE_Name:SW480_LARGE_INTESTINE	
	SIDM00992	B-CPAP	Cell Line	Adherent			 	DSMZ:ACC-273	COSMIC924104,ACH-000456,CVCL_0153,CCLE_Name:BCPAP_THYROID	
	SIDM01420	TO14	Cell Line	Unknown			 PEO14, PEO23 and TO14 were derived from the same patient. (PMID: 3167863). PEO14 and PEO23 samples were obtained from ascites, PEO14 prior to therapy and PEO23 following chemotherapy. TO14 was derived from a solid metastasis in the omentum.	ECACC:10081203	ACH-001403,CVCL_2734,CCLE_Name:TO14_OVARY	
	SIDM00689	JM1	Cell Line	Suspension			 	ATCC:CRL-10423	COSMIC1327768,ACH-000151,CVCL_3532,CCLE_Name:JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00814	SW13	Cell Line	Adherent			 	ATCC:CCL-105	COSMIC909744,ACH-001401,CVCL_0542,CCLE_Name:SW13_ADRENAL_CORTEX	
	SIDM01111	SK-ES-1	Cell Line	Unknown			 	ATCC:HTB-86	COSMIC684072,ACH-000087,CVCL_0627,CCLE_Name:SKES1_BONE	
	SIDM00503	FU97	Cell Line	Adherent			 	JCRB:JCRB1074	COSMIC1290806,ACH-000633,CVCL_2908,CCLE_Name:FU97_STOMACH	
	SIDM01778	OCI-Ly3	Cell Line	Suspension			 	DSMZ:ACC-761	ACH-000158,,CCLE_Name:OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01381	NP-8	Cell Line	Adherent			 	JCRB:JCRB1608	ACH-001611,CVCL_4W66,CCLE_Name:NP8_CENTRAL_NERVOUS_SYSTEM	
	SIDM01243	A3	Cell Line	Suspension	SIDM01016	SIDS00539	 J-RT3-T3-5 is a derivative mutant of the Jurkat subclone Jurkat-Clone-E61 that lacks the beta chain of the T cell antigen receptor (ATCC). A3 is a wild-type A3 subclone of Jurkat generated through treatment with Fas Antibody and is very sensitive to Fas-mediated apoptosis (ATCC). I-9-2 and I-2-1 are subclones of A3 generated by treating A3 clone with ICR-191 (frameshifting mutagen) in the presence of Fas Antibody for 3-5 weeks (ATCC). I-9-2 has a mutation in the cysteine protease caspase-8/FLICE (ATCC). I-2-1 has amutation in the adaptor FADD (ATCC). Jurkat-Clone-E61 is a clone of Jurkat-FHCRC which is itself a derivative of the Jurkat cell line (ATCC). JKT-beta-del is a derivative of Jurkat isolated by cell sorting and lacks the surface expression of the T-cell receptor alpha/beta/CD3 complex. (JCRB)	ATCC:CRL-2570	CVCL_1061	
	SIDM00517	NCI-H3118	Cell Line	Unknown			 	NCI-Navy Medical Oncology Branch:NCI-H3118	COSMIC1240140,,CVCL_A464	
	SIDM01703	Hs-737-T	Cell Line	Adherent			 	ATCC:CRL-7473	ACH-000185,,CCLE_Name:HS737T_FIBROBLAST	
	SIDM00740	NCI-H1703	Cell Line	Adherent			 	ATCC:CRL-5889	COSMIC908474,ACH-000747,CVCL_1490,CCLE_Name:NCIH1703_LUNG	
	SIDM01699	Hs-819-T	Cell Line	Adherent			 	ATCC:CRL-7891	ACH-000224,,CCLE_Name:HS819T_FIBROBLAST	
	SIDM00447	REH	Cell Line	Suspension			 	DSMZ:ACC-22	COSMIC909696,ACH-000960,CVCL_1650,CCLE_Name:REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01220	LNZTA3WT4	Cell Line	Adherent	SIDM00682	SIDS00183	 LNZTA3WT4 was derived from the glioblastoma cell line LN-Z308 (ATCC).	ATCC:CRL-11543	COSMIC1240170,ACH-002269,CVCL_3540,CCLE_Name:LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM	
	SIDM00544	GOTO	Cell Line	Adherent			 	JCRB:JCRB0612	COSMIC906875,ACH-001716,CVCL_1234,CCLE_Name:GOTO_AUTONOMIC_GANGLIA	
	SIDM00536	GP2d	Cell Line	Adherent			 GP5d has been established from the same adenocarcinoma as GP2d (ECACC).	ECACC:95090714	COSMIC907292,ACH-000982,CVCL_2450,CCLE_Name:GP2D_LARGE_INTESTINE	
	SIDM01161	SW982	Cell Line	Adherent			 	ATCC:HTB-93	COSMIC909759,ACH-001274,CVCL_1734,CCLE_Name:SW982_SOFT_TISSUE	
	SIDM01539	CHLA-20	Cell Line	Adherent			 CHLA-15 and CHLA-20 are derived from the same patient. (https://www.cccells.org/dl/NB_Data_Sheets/CHLA-20_Cell_Line_Data_Sheet_COGcell_org.pdf).	Childhood Cancer Repository:CHLA-20	CVCL_6602	
	SIDM00879	HCC1500	Cell Line	Adherent			 	ATCC:CRL-2329	COSMIC1303900,ACH-000349,CVCL_1254,CCLE_Name:HCC1500_BREAST	
	SIDM00576	NKM-1	Cell Line	Unknown			 	JCRB:IFO50476	COSMIC908448,ACH-002290,CVCL_1607,CCLE_Name:NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00775	NCI-H2126	Cell Line	Adherent			 NCI-BL2126 is a B-lymphoblastoid cell line initiated by Epstein Barr virus (EBV) transformation of peripheral blood lymphocytes obtained from the same patient as NCI-H2126 (ATCC).	ATCC:CCL-256	COSMIC687814,ACH-000785,CVCL_1532,CCLE_Name:NCIH2126_LUNG	
	SIDM01048	EJM	Cell Line	Unknown			 	DSMZ:ACC-560	COSMIC1297447,ACH-000821,CVCL_2030,CCLE_Name:EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00709	NCI-H2085	Cell Line	Adherent			 	ATCC:CRL-5921	COSMIC687812,ACH-000451,CVCL_1523,CCLE_Name:NCIH2085_LUNG	
	SIDM00793	EB-3	Cell Line	Suspension			 	ATCC:CCL-85	COSMIC906847,ACH-002236,CVCL_1185,CCLE_Name:EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00508	COR-L32	Cell Line	Suspension			 	ECACC:96020744	COSMIC1322212,ACH-001489,CVCL_2413,CCLE_Name:CORL32_LUNG	
	SIDM01832	TKKK	Cell Line	Adherent			 	RIKEN:RCB1907	ACH-001863,,CCLE_Name:TKKK_BILIARY_TRACT	
	SIDM00525	MG-63	Cell Line	Adherent			 	ECACC:86051601	COSMIC908131,ACH-000359,CVCL_0426,CCLE_Name:MG63_BONE	
	SIDM00333	MFE-319	Cell Line	Adherent			 	DSMZ:ACC-423	COSMIC1240174,ACH-000988,CVCL_2112,CCLE_Name:MFE319_ENDOMETRIUM	
	SIDM00794	A388	Cell Line	Adherent			 	ATCC:CRL-7905	COSMIC910697,ACH-001442,CVCL_1063,CCLE_Name:A388_SKIN	
	SIDM01749	Hs-870-T	Cell Line	Adherent			 Hs-870-T, Hs-860-T and Hs-791-T were derived from the same patient (Cellosaurus, ATCC)	ATCC:CRL-7606	ACH-000340,,CCLE_Name:HS870T_FIBROBLAST	
	SIDM00795	A375	Cell Line	Adherent			 A375_CJ1, A375_CJ2  and A375_CJ3 are drug resistant subclones of A375.	ATCC:CRL-1619	COSMIC906793,ACH-000219,CVCL_0132,CCLE_Name:A375_SKIN	
	SIDM01424	SEM	Cell Line	Suspension			 SEM-K2 is subclone of the SEM cell line (DOI: 10.1111/j.1365-2141.1995.tb05207.x)	DSMZ:ACC 546	ACH-000782,CVCL_0095,CCLE_Name:SEM	8199015.0
	SIDM01779	NUGC-2	Cell Line	Adherent			 	JCRB:JCRB0821	ACH-000761,,CCLE_Name:NUGC2_STOMACH	
	SIDM00164	SNU-1079	Cell Line	Adherent			 	KCLB:01079	ACH-000209,CVCL_5008,CCLE_Name:SNU1079_BILIARY_TRACT	
	SIDM01194	SNU-449	Cell Line	Adherent			 	ATCC:CRL-2234	COSMIC909738,ACH-000420,CVCL_0454,CCLE_Name:SNU449_LIVER	
	SIDM01598	HCC-2935	Cell Line	Adherent			 	ATCC:CRL-2869	ACH-000150,CVCL_1265,CCLE_Name:HCC2935_LUNG	
	SIDM00890	C32	Cell Line	Adherent			 	ATCC:CRL-1585	COSMIC906830,ACH-000580,CVCL_1097,CCLE_Name:C32_SKIN	
	SIDM01492	D-341MED	Cell Line	Suspension			 	ATCC:HTB-187	ACH-000095,CVCL_0018,CCLE_Name:D341MED_CENTRAL_NERVOUS_SYSTEM	3279793.0
	SIDM00474	OV-7	Cell Line	Adherent			 	ECACC:96020764	COSMIC1480360,ACH-000688,CVCL_2675,CCLE_Name:OV7_OVARY	
	SIDM01200	LS-174T	Cell Line	Adherent	SIDM00680	SIDS00185	 LS-180 is a variant of LS-174T that has not been trypsinized during subculture, however LS-174T has been subcultured by trypsinization (ATCC).	ATCC:CL-188	CVCL_1384	
